0,1,2,3,4,5,6,7,8,9,10
0.006829913316031296,0.7384732025546958,5.2848e-06,0.050076195923141276,0.0023447315220819494,0.8961826288043394,0.9761437777095693,0.995587345186201,17.653589064493644,8.694844874100488,2.9894637841034473
0.006983400459185259,0.7411449959517964,5.2848e-06,0.050076195923141276,0.0023447315220819494,0.900144237227073,0.9783044821442958,0.9962727141094644,17.181851978828945,8.51275525931055,2.616678483245033
0.007139787130428999,0.7437960889588919,5.2848e-06,0.050076195923141276,0.0023447315220819494,0.9040899405200545,0.9802056535549529,0.9968505522934614,16.741773370476494,8.282723801258024,2.293331599993834
0.007299138261961204,0.7464297474588257,5.2848e-06,0.050076195923141276,0.0023447315220819494,0.9079783472077334,0.9819257390836577,0.9973055546709593,16.32954746301175,7.976523086508397,2.0787516085916966
0.0074615200168330585,0.7490486308144109,5.2848e-06,0.050076195923141276,0.0023447315220819494,0.9117802365696787,0.9835399551000674,0.9976312499802544,15.941293040313667,7.684913238171157,1.9117197336948917
0.007626999816419332,0.7516551170557135,5.2848e-06,0.050076195923141276,0.0023447315220819494,0.9155323505709637,0.985050537314724,0.9978499721599721,15.575217214258373,7.468029998867886,1.7414212886796547
0.007795646368411927,0.7542515968056533,5.2848e-06,0.050076195923141276,0.0023447315220819494,0.919260799187562,0.9864403169610119,0.9979989640032771,15.231663482219574,7.254521152894132,1.5585560414778585
0.007967529695347513,0.756840879626965,5.2848e-06,0.050076195923141276,0.0023447315220819494,0.9229378822522686,0.9876971587918186,0.9981029085027399,14.915216467276878,7.021701638748151,1.3857556552416397
0.008142721163681092,0.7594272973819008,5.2848e-06,0.050076195923141276,0.0023447315220819494,0.9265695747037485,0.9888409543252342,0.9981741804270003,14.63384395732055,6.841276149636501,1.2484536172958236
0.008321293513417552,0.7620169198128934,5.2848e-06,0.050076195923141276,0.0023447315220819494,0.9301972162499519,0.9899028001634039,0.9982210543074644,14.390130044040689,6.699277598011142,1.138304423439488
0.008503320888313522,0.7646155951278926,5.2848e-06,0.050076195923141276,0.0023447315220819494,0.9338142590016452,0.990890813975721,0.9982499639861435,14.173065195516983,6.539979991034634,1.0417703588501033
0.008688878866662086,0.7672259950396983,5.2848e-06,0.050076195923141276,0.0023447315220819494,0.9374079019663057,0.9918166700032577,0.9982688087056608,13.962218935046849,6.414362773607044,0.9784934770512581
0.008878044492673109,0.7698467986381097,5.2848e-06,0.050076195923141276,0.0023447315220819494,0.941026355930677,0.9927250841606334,0.9982825397846964,13.743801742533378,6.369119526633031,0.9465441876400882
0.009070896308462195,0.7724755426289726,5.2848e-06,0.050076195923141276,0.0023447315220819494,0.9447076614384029,0.9936239470669044,0.9982945886446579,13.520235563105643,6.308084931452558,0.8991902232596659
0.009267514386661629,0.775111681620406,5.2848e-06,0.050076195923141276,0.0023447315220819494,0.9483944067078213,0.994474718279802,0.9983071847038922,13.300599196826852,6.113373963109312,0.8224252461812686
0.009467980363666754,0.7777561684647496,5.2848e-06,0.050076195923141276,0.0023447315220819494,0.9519879015202691,0.9952566781683266,0.9983212447121181,13.087635857342775,5.782853216180153,0.7338558737779334
0.009672377473531628,0.7804095560785622,5.2848e-06,0.050076195923141276,0.0023447315220819494,0.9554178515932946,0.9959606131893387,0.9983368488748365,12.876010603097484,5.3903463230413875,0.637409835923142
0.009880790582528064,0.7830706613462215,5.2848e-06,0.050076195923141276,0.0023447315220819494,0.9586654993571097,0.9965729621545122,0.9983537926768924,12.661256227351714,5.000804066775718,0.5313840166522019
0.010093306224382335,0.7857381549399975,5.2848e-06,0.050076195923141276,0.0023447315220819494,0.9617360382252892,0.9970801933442156,0.9983718416737434,12.45588704809552,4.612426941054686,0.4158795389068369
0.010310012636204244,0.7884161893571676,5.2848e-06,0.050076195923141276,0.0023447315220819494,0.9646032178659267,0.9974653578713535,0.9983907996558008,12.285283282226374,4.220918530198045,0.2981554254734931
0.010530999795123407,0.7911147166690495,5.2848e-06,0.050076195923141276,0.0023447315220819494,0.9672717408074663,0.9977299379720642,0.9984105153613674,12.159353044114596,3.896119386536034,0.20049956576433328
0.010756359455648035,0.7938430196711976,5.2848e-06,0.050076195923141276,0.0023447315220819494,0.9698128310526952,0.9979091753020763,0.9984308742937782,12.06565317334639,3.6657285115732345,0.13518474468369387
0.010986185187761666,0.7966064578307837,5.2848e-06,0.050076195923141276,0.0023447315220819494,0.9722707612120203,0.9980353093255708,0.9984517900039394,11.988202259047512,3.4600360548666176,0.09356216932794564
0.011220572415773691,0.7994077681615389,5.2848e-06,0.050076195923141276,0.0023447315220819494,0.9746231390007236,0.9981247360836842,0.9984731977008158,11.924732342959942,3.2056529230313933,0.06431777806279361
0.011459618457939804,0.8022517697104554,5.2848e-06,0.050076195923141276,0.0023447315220819494,0.9768132365856814,0.9981864016423556,0.9984950493404728,11.897760740927652,2.881462702765035,0.04280723068647642
0.01170342256686882,0.805152608198429,5.2848e-06,0.050076195923141276,0.0023447315220819494,0.9787858841343644,0.9982272687859644,0.9985173087508179,11.939883951971751,2.533751422155688,0.027468817288992968
0.011952085970732662,0.8081321834699419,5.2848e-06,0.050076195923141276,0.0023447315220819494,0.9805478590059099,0.9982535247966712,0.9985399474188669,12.047088335721128,2.2498478413907885,0.017528970049599114
0.012205711915296572,0.8112043811593455,5.2848e-06,0.050076195923141276,0.0023447315220819494,0.9821703287797301,0.9982710100766689,0.9985629452617587,12.159847914976353,2.0536759734674854,0.011987434140527702
0.012464405706787056,0.8143623920497511,5.2848e-06,0.050076195923141276,0.0023447315220819494,0.983699605970111,0.9982841075657388,0.9985862868532661,12.202054138040921,1.894413237959265,0.009528659964729043
0.012728274755615342,0.8175806640362704,5.2848e-06,0.050076195923141276,0.0023447315220819494,0.985135418249424,0.9982958853120596,0.9986099592705372,12.133981809730813,1.7305912092481992,0.009065948413821575
